Subscriber_id,Subscription_duration,Monthly_subscription_fee,Subscription_plan,Payment_method,Total_revenue,Subscription_cancelled,Status,Revenue_lost
9754-CLVZW,26,38.85,Month-to-month,Credit card (automatic),1025.15,No,Active,0
1432-FPAXX,29,30.60,Month-to-month,Electronic check,856.35,Yes,Churned,30.60
2739-CCZMB,5,20.35,Month-to-month,Credit card (automatic),122,No,Active,0
7080-TNUWP,70,95.00,One year,Bank transfer (automatic),6602.9,No,Active,0
0496-AHOOK,24,74.40,One year,Bank transfer (automatic),1712.9,No,Active,0
8336-TAVKX,72,78.45,Two year,Bank transfer (automatic),5682.25,No,Active,0
2468-SJFLM,1,74.30,Month-to-month,Mailed check,74.3,No,Active,0
3181-VTHOE,70,51.05,One year,Bank transfer (automatic),3635.15,No,Active,0
7168-HDQHG,36,19.20,Month-to-month,Bank transfer (automatic),702.9,No,Active,0
4803-AXVYP,38,99.55,Month-to-month,Electronic check,3734.25,Yes,Churned,99.55
3884-HCSWG,17,70.00,Month-to-month,Electronic check,1144.5,Yes,Churned,70.00
4567-AKPIA,41,109.10,One year,Bank transfer (automatic),4454.25,No,Active,0
5077-DXTCG,1,45.30,Month-to-month,Electronic check,45.3,Yes,Churned,45.30
1142-WACZW,2,29.85,Month-to-month,Bank transfer (automatic),75.6,Yes,Churned,29.85
7901-HXJVA,14,76.45,Month-to-month,Electronic check,1117.55,No,Active,0
5649-ANRML,2,95.10,Month-to-month,Credit card (automatic),180.25,Yes,Churned,95.10
4892-VLANZ,1,19.80,Month-to-month,Mailed check,19.8,Yes,Churned,19.80
5924-IFQTT,13,72.80,Month-to-month,Electronic check,930.05,No,Active,0
7968-QUXNS,6,18.95,Month-to-month,Mailed check,110.15,No,Active,0
2919-HBCJO,4,76.65,Month-to-month,Bank transfer (automatic),333.6,Yes,Churned,76.65
4236-XPXAV,5,99.15,Month-to-month,Mailed check,465.05,Yes,Churned,99.15
8903-WMRNW,15,101.75,Month-to-month,Electronic check,1669.4,No,Active,0
2452-SNHFZ,47,75.45,Month-to-month,Credit card (automatic),3545.1,No,Active,0
3629-WEAAM,8,64.10,Month-to-month,Mailed check,504.05,No,Active,0
6029-CSMJE,17,25.65,Month-to-month,Mailed check,440.2,No,Active,0
7993-NQLJE,15,75.10,Month-to-month,Mailed check,1151.55,No,Active,0
9909-DFRJA,26,95.85,One year,Bank transfer (automatic),2475.35,No,Active,0
9099-FTUHS,23,54.40,Month-to-month,Electronic check,1249.25,No,Active,0
0581-BXBUB,4,72.75,Month-to-month,Electronic check,317.75,No,Active,0
4962-CHQPW,29,19.85,One year,Mailed check,535.05,No,Active,0
9467-ROOLM,25,19.05,Month-to-month,Mailed check,461.3,No,Active,0
3030-YZADT,9,44.95,Month-to-month,Mailed check,431,Yes,Churned,44.95
7410-KTVFV,18,49.55,Month-to-month,Mailed check,878.35,Yes,Churned,49.55
5150-ITWWB,3,94.85,Month-to-month,Electronic check,335.75,No,Active,0
2253-KPMNB,69,46.25,Two year,Bank transfer (automatic),3121.4,No,Active,0
1345-ZUKID,14,19.35,One year,Mailed check,324.8,No,Active,0
6429-SHBCB,19,69.60,Month-to-month,Mailed check,1394.55,No,Active,0
9281-OFDMF,39,90.70,Month-to-month,Electronic check,3413.25,No,Active,0
2603-HVKCG,31,101.40,Month-to-month,Electronic check,3143.65,No,Active,0
1834-WULEG,24,20.25,One year,Mailed check,439.75,No,Active,0
9097-ZUBYC,14,48.80,Month-to-month,Bank transfer (automatic),664.4,No,Active,0
5148-ORICT,64,74.35,Two year,Mailed check,4759.55,No,Active,0
4893-GYUJU,50,19.35,One year,Mailed check,1033,No,Active,0
4578-PHJYZ,52,68.75,One year,Electronic check,3482.85,No,Active,0
7272-QDCKA,28,100.20,One year,Electronic check,2688.45,No,Active,0
8908-SLFCJ,21,20.85,Two year,Credit card (automatic),435.25,No,Active,0
8393-DLHGA,25,95.90,Month-to-month,Electronic check,2448.75,Yes,Churned,95.90
9766-HGEDE,17,19.35,One year,Mailed check,307,No,Active,0
6968-MHOMU,58,45.00,One year,Credit card (automatic),2689.35,No,Active,0
7395-IGJOS,17,81.50,Month-to-month,Bank transfer (automatic),1329.2,Yes,Churned,81.50
5044-XDPYX,51,25.50,Two year,Mailed check,1281.25,No,Active,0
1814-WFGVS,72,48.90,Two year,Mailed check,3527,No,Active,0
2834-SPCJV,52,84.10,Month-to-month,Electronic check,4348.65,Yes,Churned,84.10
3721-WKIIL,27,19.60,Two year,Mailed check,561.15,No,Active,0
6734-CKRSM,3,20.00,Month-to-month,Mailed check,63.6,No,Active,0
1265-ZFOSD,64,81.30,Two year,Mailed check,5129.3,No,Active,0
6568-POCUI,45,95.20,Two year,Credit card (automatic),4285.8,No,Active,0
7890-VYYWG,3,36.45,Month-to-month,Mailed check,93.7,Yes,Churned,36.45
5197-LQXXH,71,83.30,Two year,Credit card (automatic),5894.5,No,Active,0
9907-SWKKF,1,25.05,Month-to-month,Mailed check,25.05,Yes,Churned,25.05
3457-PQBYH,58,20.30,Two year,Credit card (automatic),1160.75,No,Active,0
7682-AZNDK,34,89.85,Month-to-month,Electronic check,3091.75,No,Active,0
0587-DMGBH,8,49.85,Month-to-month,Electronic check,365.55,Yes,Churned,49.85
5384-ZTTWP,15,19.80,Month-to-month,Mailed check,272.95,No,Active,0
3745-HRPHI,66,54.65,Two year,Bank transfer (automatic),3632,No,Active,0
7636-OWBPG,12,29.35,Month-to-month,Credit card (automatic),381.2,No,Active,0
1231-YNDEK,58,19.15,Two year,Bank transfer (automatic),1035.5,No,Active,0
1407-DIGZV,3,19.10,Two year,Mailed check,52,No,Active,0
6397-JNZZG,43,55.55,Month-to-month,Credit card (automatic),2342.2,Yes,Churned,55.55
0570-BFQHT,9,80.55,Month-to-month,Electronic check,653.9,No,Active,0
4393-OBCRR,3,20.25,One year,Mailed check,71.2,No,Active,0
3523-QRQLL,22,69.50,One year,Bank transfer (automatic),1498.2,Yes,Churned,69.50
8564-LDKFL,40,106.00,One year,Bank transfer (automatic),4178.65,No,Active,0
3696-DFHHB,68,25.50,Two year,Bank transfer (automatic),1821.8,No,Active,0
0895-DQHEW,54,104.30,Month-to-month,Electronic check,5278.15,Yes,Churned,104.30
4717-GHADL,50,79.60,Two year,Mailed check,4024.2,No,Active,0
5501-TVMGM,1,55.25,Month-to-month,Electronic check,55.25,No,Active,0
5879-HMFFH,72,88.05,Two year,Bank transfer (automatic),6520.8,No,Active,0
6772-WFQRD,40,20.40,One year,Bank transfer (automatic),854.9,No,Active,0
3810-DVDQQ,72,117.60,Two year,Bank transfer (automatic),8308.9,No,Active,0
6972-SNKKW,6,20.00,Month-to-month,Mailed check,109.2,No,Active,0
3694-GLTJM,5,19.65,Month-to-month,Credit card (automatic),92.05,No,Active,0
8550-XSXUQ,48,70.55,One year,Credit card (automatic),3420.5,No,Active,0
8149-RSOUN,1,93.85,Month-to-month,Electronic check,93.85,Yes,Churned,93.85
9055-MOJJJ,64,65.80,One year,Mailed check,4068,No,Active,0
4359-INNWN,17,20.05,One year,Credit card (automatic),337.9,No,Active,0
0585-EGDDA,40,80.00,Month-to-month,Electronic check,3168.75,No,Active,0
4032-RMHCI,41,35.40,One year,Credit card (automatic),1412.4,No,Active,0
0549-CYCQN,51,79.60,One year,Bank transfer (automatic),3974.7,No,Active,0
3481-JHUZH,41,80.25,Month-to-month,Electronic check,3439,No,Active,0
7250-EQKIY,1,50.45,Month-to-month,Mailed check,50.45,Yes,Churned,50.45
3594-IVHJZ,2,20.45,Month-to-month,Mailed check,42.45,No,Active,0
6869-FGJJC,68,79.60,One year,Credit card (automatic),5461.45,No,Active,0
3896-ZVNET,24,24.70,Two year,Mailed check,571.75,No,Active,0
8205-VSLRB,70,77.30,Two year,Credit card (automatic),5498.2,No,Active,0
5960-MVTUK,3,29.75,Month-to-month,Electronic check,96.85,No,Active,0
6817-WTYHE,2,44.90,Month-to-month,Bank transfer (automatic),111.05,No,Active,0
3082-VQXNH,3,29.80,Month-to-month,Credit card (automatic),94.4,No,Active,0
4013-UBXWQ,7,74.65,Month-to-month,Electronic check,521.1,Yes,Churned,74.65
4931-TRZWN,13,71.95,Month-to-month,Electronic check,923.85,No,Active,0
0750-EKNGL,7,20.75,Month-to-month,Mailed check,141.1,No,Active,0
7669-LCRSD,12,56.30,Month-to-month,Mailed check,628.65,No,Active,0
3567-PQTSO,53,105.25,One year,Electronic check,5576.3,No,Active,0
5519-NPHVG,12,94.20,Month-to-month,Electronic check,1046.1,Yes,Churned,94.20
8043-PNYSD,63,19.55,Two year,Mailed check,1245.6,No,Active,0
9938-EKRGF,15,84.45,Month-to-month,Mailed check,1287.85,No,Active,0
2703-AMTUL,36,53.65,One year,Mailed check,1939.35,No,Active,0
0928-JMXNP,4,29.90,Month-to-month,Electronic check,118.25,No,Active,0
8173-RXAYP,24,19.70,Two year,Mailed check,452.55,No,Active,0
4825-XJGDM,61,43.70,One year,Credit card (automatic),2696.55,No,Active,0
5402-HTOTQ,16,55.30,Month-to-month,Electronic check,875.35,No,Active,0
6734-JDTTV,65,19.85,Two year,Credit card (automatic),1267.05,No,Active,0
7850-THJMU,26,19.65,Two year,Credit card (automatic),494.9,No,Active,0
3890-RTCMS,16,49.45,Month-to-month,Mailed check,799,No,Active,0
8849-GYOKR,54,106.55,One year,Bank transfer (automatic),5763.3,Yes,Churned,106.55
3148-BLQJT,1,20.10,Month-to-month,Mailed check,20.1,Yes,Churned,20.10
3717-FDJFU,5,20.45,Two year,Mailed check,106.9,No,Active,0
3665-JATSN,19,39.70,Month-to-month,Electronic check,710.05,No,Active,0
7966-YOTQW,10,54.50,Month-to-month,Credit card (automatic),568.2,No,Active,0
0461-CVKMU,23,83.80,Month-to-month,Electronic check,1900.25,Yes,Churned,83.80
8806-EAGWC,3,55.15,Month-to-month,Mailed check,159.15,Yes,Churned,55.15
8853-TZDGH,72,111.60,Two year,Bank transfer (automatic),8012.75,No,Active,0
7779-LGOVN,10,86.65,Month-to-month,Electronic check,856.65,Yes,Churned,86.65
4324-BZCKL,10,55.55,Month-to-month,Mailed check,551.3,No,Active,0
6924-TDGMT,11,20.55,One year,Mailed check,184.95,No,Active,0
9710-ZUSHQ,37,106.75,Month-to-month,Bank transfer (automatic),4056.75,Yes,Churned,106.75
1536-YHDOE,17,62.10,One year,Mailed check,1096.65,No,Active,0
8123-QBNAZ,36,104.50,Month-to-month,Credit card (automatic),3684.95,No,Active,0
3629-ZNKXA,17,101.80,Month-to-month,Electronic check,1752.45,No,Active,0
4827-LTQRJ,66,110.60,One year,Credit card (automatic),7210.85,No,Active,0
7711-YIJWC,61,84.90,One year,Bank transfer (automatic),5264.5,No,Active,0
5482-VXSXJ,22,93.20,Month-to-month,Mailed check,2157.3,No,Active,0
7365-BVCJH,1,24.40,Month-to-month,Electronic check,24.4,No,Active,0
9620-ENEJV,6,70.55,Month-to-month,Credit card (automatic),433.95,No,Active,0
4183-WCSEP,31,78.45,Month-to-month,Electronic check,2435.15,Yes,Churned,78.45
2378-YIZKA,68,85.00,Two year,Credit card (automatic),5607.75,No,Active,0
5498-TXHLF,34,87.45,Month-to-month,Electronic check,2874.15,Yes,Churned,87.45
0689-DSXGL,52,85.80,Month-to-month,Bank transfer (automatic),4433.3,No,Active,0
6818-DJXAA,10,91.10,Month-to-month,Electronic check,964.35,No,Active,0
9722-UJOJR,29,70.75,Month-to-month,Electronic check,1974.8,Yes,Churned,70.75
0464-WJTKO,72,20.10,Two year,Bank transfer (automatic),1460.85,No,Active,0
8902-ZEOVF,47,20.05,One year,Mailed check,951.55,No,Active,0
6778-EICRF,24,74.80,One year,Mailed check,1821.2,No,Active,0
2662-NNTDK,65,24.80,One year,Credit card (automatic),1600.95,No,Active,0
4132-KALRO,4,100.85,Month-to-month,Mailed check,399.25,No,Active,0
3902-FOIGH,12,101.35,Month-to-month,Electronic check,1218.55,Yes,Churned,101.35
6772-KSATR,1,81.70,Month-to-month,Electronic check,81.7,Yes,Churned,81.70
7112-OPOTK,33,68.25,Month-to-month,Electronic check,2171.15,Yes,Churned,68.25
2874-YXVVA,34,105.10,Month-to-month,Electronic check,3634.8,No,Active,0
1245-HARPS,14,20.40,Two year,Mailed check,292.4,No,Active,0
4210-QFJMF,4,79.15,Month-to-month,Electronic check,317.25,Yes,Churned,79.15
4323-ELYYB,13,20.00,One year,Mailed check,218.55,No,Active,0
4293-ETKAP,65,79.40,Two year,Bank transfer (automatic),5071.9,No,Active,0
6064-PUPMC,23,57.20,One year,Credit card (automatic),1423.35,No,Active,0
6504-VBLFL,55,58.60,Two year,Electronic check,3068.6,No,Active,0
6322-PJJDJ,49,94.80,Two year,Electronic check,4690.65,No,Active,0
0330-BGYZE,60,102.50,One year,Bank transfer (automatic),6157.6,No,Active,0
1085-LDWAM,69,20.35,One year,Credit card (automatic),1442.65,No,Active,0
7586-ZATGZ,40,84.90,Month-to-month,Electronic check,3369.05,No,Active,0
7197-VOJMM,67,69.20,Two year,Credit card (automatic),4671.65,No,Active,0
3318-OSATS,35,95.45,Month-to-month,Electronic check,3474.05,Yes,Churned,95.45
5828-AVIPD,19,100.95,One year,Electronic check,1875.55,Yes,Churned,100.95
1843-TLSGD,13,20.85,Two year,Mailed check,272.35,No,Active,0
9626-VFRGG,41,88.50,Month-to-month,Bank transfer (automatic),3645.05,No,Active,0
7075-BNDVQ,4,35.00,Month-to-month,Mailed check,135.75,No,Active,0
9143-CANJF,24,55.15,Month-to-month,Electronic check,1319.85,No,Active,0
7284-BUYEC,5,50.95,Month-to-month,Credit card (automatic),229.4,No,Active,0
2041-JIJCI,5,64.00,Month-to-month,Electronic check,370.25,No,Active,0
1086-LXKFY,1,69.10,Month-to-month,Mailed check,69.1,Yes,Churned,69.10
4900-MSOMT,72,80.20,Two year,Bank transfer (automatic),5714.2,No,Active,0
2229-VWQJH,24,49.30,Month-to-month,Credit card (automatic),1233.25,No,Active,0
9194-GFVOI,42,84.35,Two year,Credit card (automatic),3571.6,No,Active,0
1336-EZFZY,4,20.05,Month-to-month,Mailed check,83.3,No,Active,0
4282-MSACW,68,117.20,One year,Credit card (automatic),8035.95,No,Active,0
1403-LKLIK,33,20.10,One year,Mailed check,579.4,No,Active,0
2636-ALXXZ,1,69.60,Month-to-month,Electronic check,69.6,Yes,Churned,69.60
7774-OJSXI,31,103.45,One year,Electronic check,3066.45,Yes,Churned,103.45
7786-WBJYI,4,77.95,Month-to-month,Bank transfer (automatic),305.55,Yes,Churned,77.95
0136-IFMYD,69,109.95,Two year,Electronic check,7634.25,No,Active,0
5144-TVGLP,38,94.75,Month-to-month,Electronic check,3653,No,Active,0
9643-AVVWI,3,80.00,Month-to-month,Electronic check,241.3,No,Active,0
0253-ZTEOB,48,79.65,Two year,Electronic check,3870.3,No,Active,0
2706-QZIHY,15,25.20,Two year,Mailed check,387.9,No,Active,0
6061-PQHMK,25,19.90,One year,Credit card (automatic),527.5,No,Active,0
9885-CSMWE,1,78.45,Month-to-month,Electronic check,78.45,Yes,Churned,78.45
6137-MFAJN,48,44.80,Month-to-month,Electronic check,2104.55,No,Active,0
9122-UMROB,1,20.30,Month-to-month,Mailed check,20.3,No,Active,0
4232-JGKIY,1,19.20,Month-to-month,Electronic check,19.2,No,Active,0
2402-TAIRZ,37,80.05,One year,Electronic check,3019.1,No,Active,0
9659-ZTWSM,66,107.35,One year,Bank transfer (automatic),7051.95,No,Active,0
9139-TWBAS,26,47.85,One year,Bank transfer (automatic),1190.5,No,Active,0
6685-GBWJZ,63,70.80,One year,Credit card (automatic),4448.8,No,Active,0
5016-ETTFF,10,29.50,Month-to-month,Mailed check,255.25,Yes,Churned,29.50
3866-MDTUB,2,70.75,Month-to-month,Electronic check,146.9,Yes,Churned,70.75
2195-VVRJF,18,59.10,Month-to-month,Credit card (automatic),1011.05,No,Active,0
3913-RDSJZ,64,25.55,Two year,Mailed check,1714.95,No,Active,0
8058-JMEQO,9,84.45,Month-to-month,Electronic check,762.5,Yes,Churned,84.45
4203-QGNZA,28,20.25,Month-to-month,Mailed check,535.35,No,Active,0
5043-TRZWM,1,75.55,Month-to-month,Electronic check,75.55,No,Active,0
0697-ZMSWS,4,85.65,Month-to-month,Electronic check,338.9,Yes,Churned,85.65
7657-DYEPJ,38,70.15,One year,Credit card (automatic),2497.35,Yes,Churned,70.15
9494-BDNNC,66,95.30,One year,Electronic check,6273.4,No,Active,0
1640-PLFMP,1,70.25,Month-to-month,Electronic check,70.25,No,Active,0
5366-OBVMR,18,50.30,Month-to-month,Mailed check,908.75,No,Active,0
8276-MQBYC,51,97.80,Month-to-month,Electronic check,4913.3,Yes,Churned,97.80
7644-OMVMY,0,19.85,Two year,Mailed check,,No,Active,0
7593-XFKDI,1,46.30,Month-to-month,Mailed check,46.3,Yes,Churned,46.30
4573-JKNAE,12,19.35,Two year,Bank transfer (automatic),212.3,No,Active,0
0337-CNPZE,41,106.30,Month-to-month,Electronic check,4443.45,Yes,Churned,106.30
9817-APLHW,12,25.00,Month-to-month,Electronic check,316.2,No,Active,0
8380-MQINP,55,20.30,Two year,Mailed check,1079.05,No,Active,0
0840-DFEZH,7,75.35,Month-to-month,Electronic check,564.65,No,Active,0
1513-XNPPH,12,89.40,Month-to-month,Electronic check,1095.65,Yes,Churned,89.40
8690-ZVLCL,68,88.00,Two year,Credit card (automatic),6161.9,No,Active,0
6015-VVHHE,5,83.15,Month-to-month,Credit card (automatic),446.05,Yes,Churned,83.15
1125-SNVCK,49,43.80,Month-to-month,Mailed check,2106.05,No,Active,0
0384-LPITE,40,62.05,One year,Credit card (automatic),2511.55,No,Active,0
4616-EWBNJ,16,20.10,One year,Bank transfer (automatic),318.6,No,Active,0
6347-DCUIK,10,74.15,Month-to-month,Mailed check,811.8,Yes,Churned,74.15
1335-HQMKX,72,101.35,One year,Electronic check,7323.15,No,Active,0
2545-EBUPK,2,84.05,Month-to-month,Electronic check,186.05,No,Active,0
6923-AQONU,23,20.90,Two year,Mailed check,454,No,Active,0
2172-EJXVF,71,105.90,One year,Electronic check,7521.95,No,Active,0
0897-FEGMU,11,99.50,Month-to-month,Electronic check,1056.95,Yes,Churned,99.50
7663-RGWBC,1,44.15,Month-to-month,Mailed check,44.15,Yes,Churned,44.15
1120-BMWUB,16,53.90,Month-to-month,Mailed check,834.15,Yes,Churned,53.90
9124-LHCJQ,1,85.45,Month-to-month,Mailed check,85.45,Yes,Churned,85.45
4536-PLEQY,12,85.05,Month-to-month,Credit card (automatic),999.8,No,Active,0
7029-IJEJK,54,44.10,One year,Bank transfer (automatic),2369.7,No,Active,0
8871-JLMHM,68,90.20,Two year,Credit card (automatic),6297.65,No,Active,0
2235-ZGKPT,4,50.85,Month-to-month,Mailed check,239.55,Yes,Churned,50.85
3891-PUQOD,1,59.20,Month-to-month,Electronic check,59.2,Yes,Churned,59.20
5447-VYTKW,27,53.45,Month-to-month,Mailed check,1461.45,No,Active,0
3623-FQBOX,21,19.95,Month-to-month,Mailed check,416.4,No,Active,0
0689-NKYLF,13,83.20,Month-to-month,Electronic check,1060.6,Yes,Churned,83.20
8659-HDIYE,64,74.65,Month-to-month,Credit card (automatic),4869.35,No,Active,0
3658-KIBGF,1,54.90,Month-to-month,Electronic check,54.9,Yes,Churned,54.90
3474-BAFSJ,57,57.50,Two year,Bank transfer (automatic),3265.95,No,Active,0
5519-YLDGW,21,103.90,Month-to-month,Electronic check,2254.2,Yes,Churned,103.90
3865-ZFZIB,19,19.65,Two year,Mailed check,358.15,No,Active,0
1855-AGAWH,31,93.80,One year,Electronic check,2939.8,No,Active,0
7109-CQYUZ,52,89.25,Two year,Mailed check,4652.4,No,Active,0
1370-GGAWX,46,94.15,One year,Electronic check,4408.45,No,Active,0
4680-KUTAJ,11,55.60,Month-to-month,Electronic check,580.8,No,Active,0
5307-UVGNB,53,48.70,Month-to-month,Bank transfer (automatic),2495.2,No,Active,0
4946-EDSEW,11,19.25,Month-to-month,Mailed check,180.3,Yes,Churned,19.25
2883-ILGWO,57,104.90,Month-to-month,Bank transfer (automatic),5913.95,No,Active,0
2516-VQRRV,2,75.45,Month-to-month,Mailed check,158.4,Yes,Churned,75.45
7580-UGXNC,2,54.85,Month-to-month,Mailed check,104.2,Yes,Churned,54.85
3642-BYHDO,71,19.90,Two year,Bank transfer (automatic),1389.35,No,Active,0
9629-NHXFW,1,19.40,Month-to-month,Mailed check,19.4,No,Active,0
2696-RZVZW,68,25.05,Two year,Credit card (automatic),1629.2,No,Active,0
5766-FTRTS,72,84.45,Two year,Mailed check,6033.1,No,Active,0
0396-HUJBP,2,19.30,Month-to-month,Mailed check,44.4,No,Active,0
5178-LMXOP,1,95.10,Month-to-month,Electronic check,95.1,Yes,Churned,95.10
8879-ZKJOF,41,79.85,One year,Bank transfer (automatic),3320.75,No,Active,0
6285-FTQBF,72,25.55,Two year,Credit card (automatic),1867.7,No,Active,0
8185-UPYBR,6,75.50,Month-to-month,Electronic check,438,Yes,Churned,75.50
4585-HETAI,4,73.75,Month-to-month,Electronic check,325.45,Yes,Churned,73.75
7526-BEZQB,12,96.05,Month-to-month,Electronic check,1148.1,Yes,Churned,96.05
1474-JUWSM,58,68.40,One year,Electronic check,3972.25,No,Active,0
3530-CRZSB,7,20.65,Month-to-month,Mailed check,155.9,No,Active,0
8498-XXGWA,65,55.15,Month-to-month,Mailed check,3673.15,No,Active,0
9617-INGJY,1,70.60,Month-to-month,Mailed check,70.6,No,Active,0
0621-TSSMU,56,19.95,One year,Credit card (automatic),1126.75,No,Active,0
7234-KMNRQ,4,19.00,Month-to-month,Mailed check,73.45,No,Active,0
7636-PEPNS,58,44.10,One year,Mailed check,2413.05,No,Active,0
4683-WYDOU,62,107.60,Two year,Bank transfer (automatic),6912.7,No,Active,0
9052-DHNKM,26,61.55,One year,Electronic check,1581.95,No,Active,0
6794-HKIAJ,62,90.70,Month-to-month,Bank transfer (automatic),5586.45,No,Active,0
5578-NKCXI,58,99.25,One year,Credit card (automatic),5846.65,No,Active,0
1642-HMARX,68,91.70,Two year,Electronic check,6424.7,No,Active,0
3096-WPXBT,61,100.70,One year,Credit card (automatic),6018.65,No,Active,0
8434-PNQZX,42,78.45,Two year,Credit card (automatic),3373.4,No,Active,0
5950-AAAGJ,18,84.30,Month-to-month,Bank transfer (automatic),1537.9,No,Active,0
4299-OPXEJ,56,19.55,Two year,Bank transfer (automatic),1080.55,No,Active,0
4951-UKAAQ,4,88.95,Month-to-month,Electronic check,355.2,Yes,Churned,88.95
9618-LFJRU,4,20.45,Month-to-month,Credit card (automatic),82.85,No,Active,0
6693-DJWTY,35,55.60,One year,Credit card (automatic),2016.45,No,Active,0
0744-GKNGE,64,86.80,Month-to-month,Bank transfer (automatic),5327.25,No,Active,0
6447-EGDIV,31,20.95,One year,Mailed check,683.25,No,Active,0
1167-OYZJF,67,20.05,Two year,Bank transfer (automatic),1263.05,No,Active,0
2108-YKQTY,4,50.70,Month-to-month,Credit card (automatic),151.3,Yes,Churned,50.70
4806-DXQCE,70,113.65,Two year,Electronic check,7714.65,No,Active,0
4918-QLLIW,3,53.40,Month-to-month,Credit card (automatic),188.7,Yes,Churned,53.40
7056-IMHCC,53,101.90,Month-to-month,Electronic check,5549.4,Yes,Churned,101.90
4854-SSLTN,2,59.50,Two year,Mailed check,130.5,No,Active,0
5294-DMSFH,29,87.80,Month-to-month,Credit card (automatic),2621.75,No,Active,0
4837-PZTIC,47,41.90,Two year,Mailed check,1875.25,No,Active,0
1625-JAIIY,68,83.00,One year,Electronic check,5685.8,Yes,Churned,83.00
0603-OLQDC,12,69.85,Month-to-month,Mailed check,837.5,No,Active,0
3272-VUHPV,8,56.30,Month-to-month,Bank transfer (automatic),401.5,No,Active,0
4176-FXYBO,54,109.55,Month-to-month,Electronic check,6118.95,No,Active,0
1063-DHQJF,69,92.15,Two year,Mailed check,6480.9,No,Active,0
8663-UPDGF,26,69.50,Month-to-month,Bank transfer (automatic),1800.05,No,Active,0
6719-FGEDO,72,97.00,Two year,Bank transfer (automatic),7104.2,No,Active,0
1837-YQUCE,70,58.35,Two year,Bank transfer (automatic),4214.25,No,Active,0
2947-DOMLJ,1,50.60,Month-to-month,Mailed check,50.6,Yes,Churned,50.60
4112-LUEIZ,10,89.50,Month-to-month,Electronic check,863.1,Yes,Churned,89.50
0369-ZGOVK,28,70.40,One year,Bank transfer (automatic),1992.2,No,Active,0
4510-HIMLV,1,69.80,Month-to-month,Electronic check,69.8,Yes,Churned,69.80
9919-KNPOO,21,94.30,Month-to-month,Electronic check,1948.35,No,Active,0
8749-JMNKX,51,93.80,Month-to-month,Bank transfer (automatic),4750.95,Yes,Churned,93.80
7872-BAAZR,53,19.55,One year,Bank transfer (automatic),1007.9,No,Active,0
9391-LMANN,53,95.95,One year,Electronic check,5036.9,No,Active,0
2430-USGXP,24,101.05,Month-to-month,Electronic check,2391.8,Yes,Churned,101.05
8174-TBVCF,70,94.80,Two year,Credit card (automatic),6859.05,No,Active,0
1698-XFZCI,61,107.75,One year,Electronic check,6521.9,No,Active,0
1877-HKBQX,11,54.60,One year,Mailed check,617.85,No,Active,0
4450-DLLMH,2,71.30,Month-to-month,Credit card (automatic),157.75,No,Active,0
0428-AXXLJ,25,19.50,One year,Bank transfer (automatic),516.3,No,Active,0
2746-DIJLO,41,56.30,One year,Credit card (automatic),2364,No,Active,0
5955-ERIHD,18,94.70,Month-to-month,Electronic check,1687.95,Yes,Churned,94.70
0917-EZOLA,72,104.15,Two year,Bank transfer (automatic),7689.95,Yes,Churned,104.15
3508-VLHCZ,71,90.55,Two year,Credit card (automatic),6239.05,No,Active,0
4086-ATNFV,34,60.80,One year,Mailed check,2042.05,No,Active,0
0468-YRPXN,29,98.80,Month-to-month,Credit card (automatic),2807.1,No,Active,0
5996-NRVXR,40,98.15,One year,Credit card (automatic),4116.8,No,Active,0
3739-YBWAB,36,35.35,One year,Mailed check,1317.95,No,Active,0
7047-FWEYA,46,103.15,One year,Electronic check,4594.65,No,Active,0
2000-MPKCA,58,107.75,One year,Electronic check,6332.75,No,Active,0
9762-YAQAA,39,81.40,One year,Credit card (automatic),3213.75,No,Active,0
5949-EBSQK,4,61.45,Month-to-month,Credit card (automatic),229.55,Yes,Churned,61.45
5473-KHBPS,52,95.70,One year,Credit card (automatic),4976.15,No,Active,0
0100-DUVFC,70,104.80,One year,Electronic check,7308.95,No,Active,0
5397-TUPSH,65,70.95,One year,Bank transfer (automatic),4555.2,No,Active,0
8950-MTZNV,1,44.95,Month-to-month,Mailed check,44.95,No,Active,0
0326-VDYXE,70,97.65,One year,Electronic check,6982.5,No,Active,0
6773-LQTVT,29,35.65,Month-to-month,Mailed check,1025.15,No,Active,0
7274-RTAPZ,1,90.55,Month-to-month,Electronic check,90.55,Yes,Churned,90.55
0436-TWFFZ,67,85.25,Two year,Mailed check,5714.2,No,Active,0
8566-YPRGL,1,19.50,Month-to-month,Mailed check,19.5,No,Active,0
0311-UNPFF,26,88.80,Month-to-month,Bank transfer (automatic),2274.35,Yes,Churned,88.80
6609-MXJHJ,30,25.10,Two year,Mailed check,789.55,No,Active,0
2669-OIDSD,48,100.05,Month-to-month,Credit card (automatic),4834,No,Active,0
8400-WZICQ,55,55.70,Month-to-month,Electronic check,3131.8,No,Active,0
3834-XUIFC,7,85.20,Month-to-month,Mailed check,602.55,Yes,Churned,85.20
9576-SYUHJ,37,91.15,Month-to-month,Electronic check,3369.25,No,Active,0
0410-IPFTY,31,83.85,Month-to-month,Bank transfer (automatic),2674.15,No,Active,0
2831-EBWRN,4,45.90,Month-to-month,Electronic check,199.75,No,Active,0
9430-NKQLY,72,25.10,Two year,Credit card (automatic),1790.8,No,Active,0
8414-MYSHR,5,91.40,Month-to-month,Electronic check,449.75,Yes,Churned,91.40
